year,engine size,automatic transmission,mileage,fuel type,tax,mpg,price
2020,1.5,no,18.0,diesel,150.0,70.6,17998.0
2018,1.5,no,20321.0,petrol,150.0,45.6,17999.0
2019,1.5,yes,9683.0,petrol,145.0,46.3,17999.0
2015,2.0,no,36435.0,diesel,200.0,47.9,17999.0
2016,3.0,yes,45000.0,diesel,160.0,49.6,17999.0
2019,1.6,no,793.0,diesel,145.0,53.3,17999.0
2018,2.0,yes,23598.0,diesel,145.0,53.3,17999.0
2017,2.0,no,32910.0,diesel,125.0,56.5,17999.0
2017,2.0,no,33115.0,diesel,125.0,56.5,17999.0
2017,2.0,no,35369.0,diesel,125.0,56.5,17999.0
2017,2.1,yes,47424.0,diesel,125.0,56.5,17999.0
2017,2.0,no,13222.0,diesel,125.0,60.1,17999.0
2017,2.0,yes,36521.0,diesel,145.0,62.8,17999.0
2019,1.5,no,4895.0,petrol,145.0,40.3,18000.0
2018,2.0,no,5909.0,petrol,145.0,41.5,18000.0
2017,2.0,no,31603.0,petrol,145.0,41.5,18000.0
2015,2.0,yes,35229.0,petrol,145.0,49.6,18000.0
2019,1.5,no,6097.0,petrol,145.0,53.3,18000.0
2019,1.5,no,6223.0,diesel,145.0,53.3,18000.0
2018,1.5,no,9518.0,diesel,145.0,54.3,18000.0
2016,3.0,yes,38984.0,diesel,145.0,54.3,18000.0
2016,2.0,yes,41838.0,diesel,145.0,54.3,18000.0
2015,2.1,yes,36833.0,diesel,125.0,56.5,18000.0
2018,2.0,no,31961.0,diesel,145.0,56.5,18000.0
2019,1.0,no,3379.0,petrol,145.0,58.9,18000.0
2019,2.0,no,9152.0,diesel,145.0,62.8,18000.0
2016,2.0,yes,44224.0,diesel,160.0,48.7,18020.0
2017,2.0,yes,61328.0,diesel,145.0,65.7,18037.0
2015,3.0,yes,30410.0,diesel,150.0,54.3,18049.0
2018,2.0,no,19055.0,petrol,145.0,41.5,18090.0
2019,1.0,no,3378.0,petrol,145.0,47.9,18100.0
2015,3.0,yes,18849.0,diesel,150.0,54.3,18135.0
2017,1.4,no,18574.0,petrol,145.0,51.4,18182.0
2015,2.1,yes,24352.0,diesel,20.0,68.9,18199.0
2018,1.5,yes,10361.0,diesel,145.0,68.9,18220.0
2020,1.6,no,1309.0,diesel,145.0,57.7,18245.0
2016,2.0,yes,68000.0,diesel,145.0,54.3,18250.0
2017,2.0,no,18500.0,diesel,20.0,67.3,18250.0
2018,1.5,no,34414.0,petrol,150.0,53.3,18281.0
2019,1.5,yes,2159.0,petrol,145.0,45.6,18299.0
2019,1.5,no,7562.0,petrol,145.0,45.6,18299.0
2017,2.0,no,23221.0,diesel,160.0,49.6,18299.0
2017,2.0,yes,22502.0,diesel,145.0,55.4,18299.0
2019,1.5,yes,5420.0,diesel,145.0,57.7,18299.0
2019,1.0,no,731.0,petrol,145.0,60.1,18299.0
2017,2.0,yes,33130.0,diesel,145.0,67.3,18299.0
2017,2.0,yes,43147.0,diesel,145.0,57.6,18300.0
2018,1.5,no,11581.0,petrol,145.0,39.2,18328.0
2016,2.1,yes,65012.0,diesel,125.0,56.5,18366.0
2019,2.0,yes,23796.0,diesel,145.0,47.9,18390.0
2018,1.3,yes,8804.0,petrol,145.0,28.5,18399.0
2018,2.0,no,3326.0,diesel,145.0,47.9,18399.0
2019,1.6,no,5035.0,diesel,145.0,49.6,18425.0
2015,2.0,no,16794.0,petrol,200.0,39.8,18440.0
2019,2.0,yes,13411.0,diesel,145.0,44.1,18450.0
2019,1.0,no,1214.0,petrol,145.0,47.9,18450.0
2018,1.0,no,10500.0,petrol,150.0,60.1,18450.0
2015,2.0,no,33186.0,petrol,200.0,39.8,18480.0
2020,1.0,no,4.0,petrol,145.0,49.6,18480.0
2017,1.4,no,36391.0,petrol,145.0,50.4,18481.0
2019,1.0,no,199.0,petrol,145.0,47.9,18485.0
2019,1.5,yes,1890.0,petrol,145.0,40.9,18490.0
2017,2.0,yes,30305.0,petrol,145.0,43.5,18490.0
2019,1.5,yes,6289.0,petrol,145.0,44.1,18490.0
2018,1.5,no,10000.0,petrol,145.0,45.6,18490.0
2018,1.4,no,14522.0,petrol,150.0,46.3,18490.0
2019,1.5,no,11.0,petrol,145.0,47.1,18490.0
2019,1.5,no,10.0,petrol,145.0,49.6,18490.0
2020,1.0,no,1421.0,petrol,145.0,49.6,18490.0
2017,1.4,no,20871.0,petrol,150.0,60.1,18490.0
2018,2.0,yes,19398.0,diesel,150.0,61.4,18490.0
2019,2.0,no,11858.0,diesel,145.0,38.2,18494.0
2019,2.0,no,7959.0,diesel,145.0,38.2,18495.0
2019,1.2,no,4774.0,petrol,145.0,39.2,18495.0
2019,1.0,no,2831.0,petrol,150.0,43.5,18495.0
2019,1.2,no,14750.0,petrol,145.0,44.1,18495.0
2016,2.0,no,24500.0,petrol,145.0,47.1,18495.0
2020,1.5,no,621.0,petrol,150.0,48.7,18495.0
2017,1.4,no,19210.0,petrol,125.0,50.4,18495.0
2015,2.0,no,25102.0,petrol,200.0,39.8,18498.0
2017,2.0,no,14441.0,petrol,145.0,41.5,18498.0
2017,1.4,no,21540.0,petrol,145.0,51.4,18498.0
2019,2.0,yes,6096.0,diesel,145.0,64.2,18498.0
2019,1.5,no,9553.0,diesel,145.0,48.7,18499.0
2020,1.0,no,7.0,petrol,145.0,52.3,18499.0
2015,2.1,yes,23446.0,diesel,125.0,57.7,18499.0
2020,1.0,no,800.0,petrol,145.0,60.1,18499.0
2018,1.5,yes,16872.0,diesel,145.0,65.7,18499.0
2019,1.6,no,16003.0,petrol,145.0,34.9,18500.0
2019,1.5,no,8913.0,petrol,145.0,35.3,18500.0
2018,2.0,no,16226.0,petrol,145.0,41.5,18500.0
2019,1.2,no,6097.0,petrol,145.0,44.1,18500.0
2014,3.0,yes,67210.0,diesel,200.0,47.9,18500.0
2020,1.0,no,641.0,petrol,145.0,48.7,18500.0
2017,2.0,no,30955.0,diesel,145.0,56.5,18500.0
2019,1.6,no,2500.0,diesel,145.0,57.7,18500.0
2015,2.1,yes,30891.0,diesel,30.0,64.2,18500.0
2019,2.0,no,5232.0,diesel,145.0,47.9,18597.0
2018,2.0,yes,33254.0,diesel,150.0,64.2,18600.0
2016,3.0,yes,65392.0,diesel,200.0,47.9,18675.0
2017,1.4,no,19543.0,petrol,30.0,58.9,18690.0
2016,2.0,yes,30168.0,diesel,20.0,72.4,18691.0
2019,1.5,no,12000.0,petrol,145.0,39.2,18695.0
2019,2.4,no,6500.0,diesel,265.0,40.4,18695.0
2019,2.0,no,2124.0,petrol,145.0,41.5,18698.0
2017,2.0,no,30067.0,diesel,125.0,58.9,18698.0
2017,2.0,yes,40568.0,diesel,145.0,57.6,18699.0
2017,2.0,no,16013.0,diesel,145.0,60.1,18699.0
2019,2.0,no,15925.0,diesel,145.0,36.7,18700.0
2019,1.5,yes,9520.0,petrol,150.0,54.3,18700.0
2019,1.0,no,5.0,petrol,150.0,43.5,18740.0
2019,1.5,no,10800.0,diesel,145.0,54.3,18750.0
2019,2.0,no,6000.0,diesel,145.0,62.8,18750.0
2017,1.4,no,15888.0,petrol,150.0,52.3,18771.0
2019,1.5,no,5724.0,petrol,145.0,50.4,18781.0
2018,1.6,no,18138.0,diesel,145.0,51.4,18792.0
2019,1.0,no,1342.0,petrol,150.0,60.1,18795.0
2016,2.0,no,44233.0,diesel,200.0,46.3,18798.0
2019,1.6,no,7000.0,petrol,145.0,45.6,18799.0
2018,2.1,yes,28848.0,diesel,145.0,64.2,18799.0
2019,2.0,no,7559.0,diesel,145.0,36.7,18800.0
2017,1.6,no,13264.0,petrol,145.0,48.7,18812.0
2018,2.1,yes,30772.0,diesel,145.0,64.2,18819.0
2018,1.4,no,10459.0,petrol,145.0,48.7,18888.0
2019,1.5,no,4806.0,petrol,145.0,40.9,18895.0
2019,1.5,no,10.0,petrol,145.0,47.1,18898.0
2017,2.0,yes,32878.0,diesel,145.0,57.6,18899.0
2018,1.4,no,8560.0,petrol,145.0,51.4,18900.0
2017,2.0,yes,33514.0,diesel,145.0,60.1,18900.0
2018,2.1,yes,20000.0,diesel,150.0,70.6,18940.0
2019,1.0,no,339.0,petrol,145.0,47.9,18950.0
2018,1.5,no,17992.0,petrol,150.0,54.3,18950.0
2018,1.6,yes,21445.0,diesel,145.0,62.8,18950.0
2019,1.6,yes,1347.0,diesel,145.0,72.4,18950.0
2016,2.1,yes,41713.0,diesel,125.0,56.6,18980.0
2019,1.6,yes,4501.0,diesel,145.0,70.6,18985.0
2019,1.5,no,1133.0,petrol,145.0,43.5,18990.0
2019,1.0,no,4339.0,petrol,145.0,44.1,18990.0
2019,1.0,no,3657.0,petrol,150.0,47.1,18990.0
2019,2.0,no,8712.0,diesel,150.0,47.9,18990.0
2019,1.5,no,131.0,petrol,145.0,49.6,18990.0
2018,1.6,no,13375.0,diesel,145.0,50.4,18990.0
2016,3.0,yes,33599.0,diesel,160.0,52.3,18990.0
2018,2.0,no,15220.0,diesel,150.0,56.5,18990.0
2018,2.0,no,20032.0,diesel,150.0,56.5,18990.0
2019,1.5,yes,100.0,diesel,145.0,57.7,18990.0
2019,1.0,no,8400.0,petrol,145.0,60.1,18990.0
2017,2.0,no,21130.0,diesel,145.0,65.7,18990.0
2016,2.0,no,32000.0,petrol,200.0,39.8,18991.0
2019,2.0,yes,4525.0,diesel,145.0,46.3,18991.0
2017,1.6,yes,13667.0,petrol,125.0,52.3,18991.0
2017,2.1,yes,34682.0,diesel,30.0,61.4,18991.0
2017,2.0,no,29884.0,diesel,145.0,67.3,18991.0
2019,2.0,no,1300.0,diesel,145.0,38.2,18992.0
2018,1.5,yes,16000.0,petrol,145.0,38.2,18995.0
2019,1.2,no,2193.0,petrol,145.0,39.2,18995.0
2019,1.2,yes,2250.0,petrol,150.0,43.5,18995.0
2017,2.0,yes,20136.0,petrol,200.0,43.5,18995.0
2019,1.0,yes,1400.0,petrol,150.0,44.1,18995.0
2019,1.2,no,6009.0,petrol,145.0,45.6,18995.0
2018,1.0,no,5000.0,petrol,145.0,55.4,18995.0
2019,1.6,no,99.0,diesel,145.0,57.7,18995.0
2016,2.0,no,19390.0,diesel,125.0,58.9,18995.0
2019,1.0,no,1800.0,petrol,145.0,60.1,18995.0
2018,1.6,yes,9616.0,diesel,145.0,62.8,18995.0
2019,1.2,yes,4083.0,petrol,150.0,43.5,18997.0
2017,2.0,no,14736.0,petrol,150.0,36.2,18998.0
2017,1.4,no,26065.0,petrol,145.0,44.1,18998.0
2018,1.4,no,20298.0,petrol,145.0,51.4,18998.0
2019,2.0,yes,8479.0,diesel,145.0,64.2,18998.0
2018,2.1,yes,15000.0,diesel,145.0,64.2,18998.0
2018,2.0,no,19725.0,diesel,145.0,67.3,18998.0
2019,1.5,no,12250.0,diesel,150.0,70.6,18998.0
2016,2.0,no,19320.0,petrol,305.0,34.9,18999.0
2019,1.0,yes,15.0,petrol,145.0,45.6,18999.0
2016,2.0,yes,65401.0,diesel,200.0,47.1,18999.0
2017,2.0,no,42500.0,diesel,125.0,51.4,18999.0
2019,1.5,no,5623.0,petrol,145.0,52.3,18999.0
2017,2.0,yes,23715.0,diesel,145.0,57.7,18999.0
2017,2.0,yes,24104.0,diesel,145.0,57.7,18999.0
2018,2.1,yes,31708.0,diesel,145.0,61.4,18999.0
2018,1.5,no,10700.0,diesel,145.0,64.2,18999.0
2019,2.0,yes,702.0,diesel,150.0,67.3,18999.0
2019,1.6,no,21.0,petrol,145.0,34.9,19000.0
2017,2.0,no,8938.0,petrol,145.0,41.5,19000.0
2018,2.0,no,17127.0,petrol,145.0,41.5,19000.0
2018,1.5,yes,20175.0,petrol,145.0,42.2,19000.0
2018,2.1,no,29000.0,diesel,145.0,46.3,19000.0
2019,1.6,no,4950.0,diesel,150.0,49.6,19000.0
2020,1.0,no,10.0,petrol,145.0,52.3,19000.0
2016,2.0,yes,42691.0,diesel,145.0,54.3,19000.0
2017,2.0,no,21787.0,diesel,145.0,56.5,19000.0
2017,2.0,no,15083.0,diesel,125.0,60.1,19000.0
2019,2.0,no,15.0,diesel,145.0,65.7,19000.0
2017,2.0,yes,44784.0,diesel,20.0,67.3,19000.0
2017,2.0,yes,28950.0,diesel,150.0,67.3,19000.0
2018,2.0,yes,35717.0,diesel,150.0,72.4,19000.0
2016,2.1,yes,27208.0,diesel,20.0,67.3,19100.0
2019,1.6,no,1037.0,diesel,145.0,57.7,19191.0
2017,2.0,yes,25362.0,petrol,200.0,43.5,19200.0
2016,3.0,yes,27064.0,diesel,145.0,54.3,19200.0
2017,2.1,yes,29695.0,diesel,30.0,64.2,19200.0
2020,1.0,no,1877.0,petrol,145.0,47.9,19250.0
2019,1.5,yes,13414.0,petrol,150.0,50.4,19250.0
2019,1.6,no,3714.0,diesel,145.0,52.3,19250.0
2018,1.6,no,15175.0,diesel,150.0,50.4,19290.0
2019,1.5,no,3000.0,petrol,145.0,47.1,19295.0
2016,2.0,no,20183.0,diesel,145.0,52.3,19299.0
2019,2.0,yes,2699.0,diesel,150.0,52.3,19299.0
2017,2.1,yes,15309.0,diesel,145.0,64.2,19299.0
2017,2.0,yes,38771.0,diesel,145.0,67.3,19299.0
2017,2.0,yes,7952.0,diesel,145.0,61.4,19300.0
2016,2.1,yes,33608.0,diesel,20.0,67.3,19349.0
2017,2.4,yes,20758.0,diesel,260.0,36.2,19350.0
2019,1.3,yes,13674.0,petrol,145.0,45.6,19350.0
2019,1.6,yes,2648.0,diesel,145.0,51.4,19393.0
2018,1.5,yes,3000.0,petrol,145.0,36.7,19395.0
2016,2.0,yes,38915.0,petrol,200.0,42.8,19400.0
2018,2.0,no,6837.0,diesel,145.0,47.9,19400.0
2017,2.0,yes,12129.0,diesel,145.0,58.9,19400.0
2019,1.6,no,11372.0,diesel,150.0,50.4,19445.0
2018,1.0,no,7900.0,petrol,145.0,47.1,19450.0
2019,2.0,no,4410.0,diesel,145.0,62.8,19450.0
2018,2.1,yes,25782.0,diesel,30.0,70.6,19450.0
2017,2.0,no,20000.0,diesel,145.0,50.4,19488.0
2018,1.5,no,7389.0,petrol,145.0,53.3,19489.0
2017,2.0,no,15786.0,diesel,125.0,58.9,19490.0
2019,1.5,yes,15221.0,diesel,145.0,68.9,19490.0
2019,1.4,no,350.0,petrol,145.0,42.2,19495.0
2019,1.0,no,4000.0,petrol,145.0,47.1,19495.0
2017,2.2,no,26711.0,diesel,200.0,47.1,19495.0
2019,1.0,no,2500.0,petrol,145.0,47.9,19495.0
2018,1.5,yes,17120.0,petrol,145.0,50.4,19495.0
2017,2.0,no,32000.0,diesel,150.0,51.4,19495.0
2019,1.5,no,9102.0,petrol,145.0,39.2,19498.0
2019,1.5,no,7729.0,petrol,145.0,45.6,19498.0
2018,2.1,no,21525.0,diesel,145.0,46.3,19498.0
2018,2.0,no,19712.0,diesel,150.0,47.1,19498.0
2015,2.0,no,14919.0,diesel,160.0,49.6,19498.0
2019,2.0,no,10.0,diesel,145.0,55.4,19498.0
2018,2.0,no,13983.0,petrol,145.0,41.5,19499.0
2015,2.0,yes,48634.0,diesel,200.0,47.1,19499.0
2019,1.6,yes,3280.0,diesel,145.0,51.4,19499.0
2018,2.0,no,31504.0,diesel,145.0,56.5,19499.0
2018,2.0,no,14903.0,diesel,145.0,60.1,19499.0
2018,1.4,no,4702.0,petrol,150.0,46.3,19500.0
2020,1.0,no,2000.0,petrol,145.0,47.9,19500.0
2018,1.4,no,6063.0,petrol,150.0,51.4,19500.0
2016,2.0,yes,24664.0,diesel,150.0,52.3,19500.0
2019,1.5,no,3000.0,diesel,145.0,74.3,19500.0
2016,2.0,no,18270.0,petrol,235.0,39.8,19512.0
2020,1.0,no,652.0,petrol,145.0,43.5,19541.0
2019,1.6,yes,3503.0,diesel,145.0,62.8,19590.0
2019,1.6,yes,8825.0,diesel,145.0,52.3,19599.0
2016,2.0,yes,27032.0,diesel,30.0,65.7,19599.0
2015,2.0,yes,29917.0,petrol,160.0,45.6,19600.0
2018,1.5,no,22717.0,petrol,145.0,52.3,19625.0
2019,1.6,no,7000.0,diesel,145.0,50.4,19695.0
2019,1.6,no,2000.0,diesel,145.0,50.4,19697.0
2018,2.0,no,16548.0,petrol,145.0,41.5,19698.0
2018,1.4,no,9694.0,petrol,145.0,50.4,19699.0
2017,2.1,yes,24192.0,diesel,145.0,56.5,19699.0
2019,1.0,yes,2332.0,petrol,145.0,41.5,19700.0
2016,2.0,no,27196.0,diesel,30.0,62.8,19750.0
2017,2.0,yes,23811.0,diesel,145.0,61.4,19760.0
2019,1.5,no,7080.0,petrol,145.0,42.2,19790.0
2019,1.5,no,100.0,petrol,145.0,50.4,19790.0
2017,1.4,yes,26821.0,petrol,145.0,52.3,19790.0
2017,2.0,yes,15867.0,diesel,145.0,61.4,19792.0
2018,2.0,no,16112.0,diesel,150.0,39.2,19795.0
2018,1.5,no,18773.0,petrol,145.0,51.4,19795.0
2019,1.6,yes,8772.0,diesel,145.0,64.2,19795.0
2017,1.4,no,12319.0,petrol,145.0,49.6,19798.0
2019,2.0,no,3721.0,diesel,145.0,47.9,19799.0
2018,2.1,yes,20173.0,diesel,145.0,61.4,19799.0
2017,2.0,yes,15668.0,diesel,145.0,64.2,19799.0
2019,2.0,yes,5113.0,petrol,145.0,35.8,19800.0
2018,2.0,no,20832.0,petrol,150.0,47.1,19800.0
2019,2.0,no,11000.0,diesel,145.0,47.9,19800.0
2019,1.6,no,2975.0,diesel,145.0,52.3,19850.0
2015,2.0,no,35000.0,petrol,205.0,40.4,19875.0
2019,1.3,no,9071.0,petrol,145.0,53.3,19888.0
2017,2.0,no,21178.0,diesel,150.0,61.4,19888.0
2019,1.5,no,6181.0,petrol,145.0,52.3,19895.0
2016,2.0,yes,46113.0,diesel,200.0,47.1,19899.0
2016,3.0,yes,50475.0,diesel,200.0,49.6,19899.0
2018,2.0,yes,26439.0,diesel,145.0,72.4,19899.0
2019,1.5,no,11286.0,petrol,145.0,42.8,19900.0
2016,2.0,yes,22188.0,diesel,200.0,47.9,19900.0
2017,1.4,no,16755.0,petrol,145.0,52.3,19900.0
2018,2.0,yes,30986.0,diesel,150.0,64.2,19900.0
2018,2.0,no,13751.0,diesel,145.0,50.4,19912.0
2018,2.1,yes,28059.0,diesel,145.0,61.4,19949.0
2019,1.0,no,1234.0,petrol,145.0,47.9,19950.0
2019,1.6,no,5000.0,diesel,145.0,52.3,19950.0
2019,2.5,yes,12450.0,diesel,145.0,28.0,19965.0
2019,1.0,yes,2000.0,petrol,145.0,45.6,19966.0
2019,1.0,yes,6000.0,petrol,145.0,45.6,19975.0
2019,1.5,no,10.0,petrol,145.0,42.8,19980.0
2017,2.0,no,26000.0,petrol,150.0,49.6,19980.0
2019,1.6,no,1226.0,diesel,145.0,57.7,19985.0
2019,1.3,no,11500.0,petrol,145.0,28.5,19990.0
2013,2.0,yes,85515.0,diesel,300.0,37.2,19990.0
2019,1.5,yes,6195.0,petrol,150.0,43.5,19990.0
2019,1.5,yes,5726.0,petrol,145.0,44.8,19990.0
2019,1.0,yes,11000.0,petrol,145.0,45.6,19990.0
2019,2.0,yes,7220.0,diesel,145.0,45.6,19990.0
2018,2.1,no,30577.0,diesel,145.0,46.3,19990.0
2019,1.5,no,100.0,petrol,145.0,47.1,19990.0
2019,2.0,no,6124.0,diesel,150.0,47.9,19990.0
2018,2.0,yes,20022.0,diesel,150.0,48.7,19990.0
2020,1.5,no,25.0,petrol,145.0,49.6,19990.0
2019,1.6,no,4646.0,diesel,145.0,50.4,19990.0
2018,1.5,yes,18635.0,petrol,150.0,50.4,19990.0
2018,2.0,yes,23494.0,diesel,145.0,57.6,19990.0
2019,1.6,no,11.0,diesel,145.0,57.7,19990.0
2017,2.0,no,31191.0,diesel,145.0,58.9,19990.0
2017,2.0,yes,58727.0,diesel,145.0,67.3,19990.0
2016,2.0,no,30282.0,diesel,205.0,47.9,19991.0
2015,3.0,yes,77719.0,diesel,160.0,51.4,19991.0
2016,2.0,no,9141.0,diesel,30.0,64.2,19991.0
2017,2.0,no,11206.0,petrol,145.0,41.5,19995.0
2018,1.4,no,1634.0,petrol,140.0,46.3,19995.0
2017,2.0,no,26574.0,petrol,150.0,46.3,19995.0
2017,2.2,no,28845.0,diesel,200.0,47.1,19995.0
2017,2.1,yes,18403.0,diesel,30.0,70.6,19995.0
2019,2.0,no,29973.0,diesel,145.0,35.3,19997.0
2016,2.0,no,21993.0,petrol,200.0,39.8,19998.0
2019,1.5,no,3125.0,petrol,145.0,45.6,19998.0
2017,2.0,yes,22755.0,petrol,145.0,45.6,19998.0
2018,2.1,no,14941.0,diesel,145.0,46.3,19998.0
2018,2.1,no,22058.0,diesel,145.0,46.3,19998.0
2019,1.0,no,2117.0,petrol,145.0,50.4,19998.0
2019,1.5,no,313.0,petrol,150.0,39.8,19999.0
2019,1.6,no,9250.0,diesel,145.0,49.6,19999.0
2017,2.0,no,48765.0,diesel,145.0,58.9,19999.0
2019,1.5,no,3500.0,diesel,145.0,61.4,19999.0
2018,2.0,no,13306.0,diesel,145.0,32.5,20000.0
2019,2.0,no,3689.0,diesel,145.0,38.2,20000.0
2013,2.1,no,58518.0,diesel,305.0,38.7,20000.0
2019,1.5,no,5529.0,petrol,145.0,39.2,20000.0
2015,2.0,yes,29706.0,petrol,200.0,39.8,20000.0
2016,2.0,yes,18358.0,petrol,200.0,40.4,20000.0
2016,2.0,yes,18829.0,petrol,160.0,44.8,20000.0
2017,2.0,no,13826.0,diesel,145.0,48.7,20000.0
2018,1.5,no,6600.0,petrol,150.0,52.3,20000.0
2018,1.3,yes,11922.0,petrol,145.0,53.3,20000.0
2017,2.0,no,20888.0,diesel,125.0,56.5,20000.0
2018,2.0,yes,10999.0,diesel,145.0,57.7,20000.0
2019,2.0,no,7.0,diesel,145.0,65.7,20000.0
2018,2.0,yes,35042.0,diesel,145.0,65.7,20000.0
2019,2.0,yes,5011.0,diesel,145.0,67.3,20000.0
2016,3.0,yes,25262.0,diesel,150.0,54.3,20042.0
2016,2.0,yes,33943.0,diesel,200.0,46.3,20113.0
2020,1.0,no,6000.0,petrol,145.0,43.5,20134.0
2019,1.3,no,9203.0,petrol,145.0,28.5,20149.0
2017,2.0,yes,13848.0,diesel,145.0,57.7,20157.0
2019,1.5,no,7782.0,diesel,145.0,74.3,20199.0
2017,1.5,yes,8973.0,petrol,145.0,38.2,20200.0
2017,2.1,yes,22011.0,diesel,145.0,61.4,20249.0
2019,1.5,no,3335.0,petrol,145.0,35.3,20250.0
2018,1.4,no,29298.0,petrol,145.0,40.9,20250.0
2015,3.0,yes,31968.0,diesel,165.0,51.4,20258.0
2018,2.0,yes,18053.0,diesel,145.0,56.5,20282.0
2017,1.4,yes,31369.0,petrol,150.0,44.8,20291.0
2018,1.5,no,23195.0,petrol,145.0,53.3,20291.0
2017,1.4,no,23500.0,petrol,145.0,40.9,20295.0
2018,1.4,no,8990.0,petrol,145.0,46.3,20298.0
2019,2.0,yes,4000.0,diesel,145.0,42.8,20364.0
2019,1.5,yes,8945.0,petrol,145.0,45.6,20390.0
2019,1.5,no,6233.0,diesel,145.0,74.3,20398.0
2016,3.0,yes,40421.0,diesel,160.0,51.4,20400.0
2018,1.5,yes,14120.0,petrol,145.0,50.4,20450.0
2019,1.5,yes,14476.0,petrol,150.0,42.2,20480.0
2015,3.0,yes,41964.0,diesel,160.0,51.4,20480.0
2019,1.0,no,10.0,petrol,145.0,48.7,20485.0
2019,1.2,no,1987.0,petrol,145.0,45.6,20490.0
2014,3.0,yes,38000.0,diesel,200.0,45.6,20490.0
2019,1.0,no,9281.0,petrol,145.0,47.1,20491.0
2019,1.6,no,10.0,diesel,145.0,50.4,20491.0
2019,2.5,yes,4733.0,diesel,145.0,31.7,20495.0
2019,1.5,no,2869.0,petrol,145.0,45.6,20495.0
2017,2.2,no,22919.0,diesel,200.0,47.1,20495.0
2020,1.0,no,4062.0,petrol,145.0,47.9,20495.0
2018,1.0,yes,12000.0,petrol,145.0,54.3,20495.0
2017,2.0,no,30478.0,diesel,145.0,56.5,20495.0
2014,2.1,yes,10.0,diesel,20.0,64.2,20495.0
2016,2.0,no,15409.0,petrol,200.0,39.8,20498.0
2018,1.4,no,10005.0,petrol,145.0,50.4,20498.0
2017,2.0,yes,15759.0,diesel,30.0,61.4,20499.0
2019,1.6,no,3242.0,petrol,145.0,40.9,20500.0
2019,1.0,yes,11295.0,petrol,150.0,47.1,20500.0
2016,3.0,yes,42576.0,diesel,200.0,47.9,20500.0
2019,2.0,yes,4411.0,diesel,145.0,53.3,20500.0
2019,1.6,no,4199.0,diesel,145.0,49.6,20640.0
2018,2.0,no,5260.0,petrol,145.0,36.2,20695.0
2018,2.1,no,13013.0,diesel,145.0,46.3,20698.0
2017,2.0,no,17381.0,diesel,150.0,47.9,20698.0
2019,1.3,yes,14931.0,petrol,145.0,45.6,20700.0
2019,1.5,no,14933.0,petrol,145.0,42.2,20749.0
2019,1.6,no,2200.0,diesel,145.0,49.6,20750.0
2017,1.4,no,16991.0,petrol,150.0,49.6,20750.0
2019,2.0,no,2986.0,diesel,145.0,51.4,20750.0
2018,2.0,no,17003.0,diesel,145.0,56.5,20750.0
2019,2.0,yes,8245.0,diesel,145.0,65.7,20780.0
2018,1.6,no,6392.0,diesel,145.0,40.9,20790.0
2020,1.5,no,2500.0,petrol,145.0,50.4,20790.0
2017,2.0,yes,27471.0,diesel,150.0,48.7,20800.0
2016,2.0,yes,40000.0,diesel,30.0,65.7,20800.0
2019,2.0,no,8526.0,diesel,145.0,47.9,20847.0
2016,3.0,yes,44950.0,diesel,200.0,47.1,20850.0
2019,1.0,no,333.0,petrol,145.0,47.1,20888.0
2019,1.5,yes,1543.0,petrol,145.0,46.3,20890.0
2020,1.0,no,3073.0,petrol,145.0,50.4,20891.0
2019,1.0,no,6530.0,petrol,145.0,47.9,20899.0
2018,2.0,yes,15327.0,diesel,145.0,43.5,20900.0
2017,1.4,no,15800.0,petrol,145.0,48.7,20900.0
2017,3.0,yes,28431.0,diesel,165.0,52.3,20905.0
2019,2.0,no,6538.0,diesel,145.0,56.5,20941.0
2019,1.0,no,3027.0,petrol,145.0,41.5,20945.0
2019,1.5,yes,5000.0,petrol,145.0,44.8,20950.0
2019,1.0,no,6500.0,petrol,150.0,45.6,20950.0
2019,1.6,no,3198.0,diesel,145.0,49.6,20950.0
2016,2.1,yes,27000.0,diesel,125.0,56.5,20950.0
2019,1.5,no,3483.0,petrol,145.0,44.1,20980.0
2019,1.5,no,1000.0,petrol,145.0,52.3,20980.0
2019,1.5,yes,9298.0,diesel,145.0,68.9,20980.0
2018,1.4,no,10.0,petrol,145.0,52.3,20985.0
2019,1.6,no,100.0,petrol,145.0,35.3,20990.0
2018,2.0,no,7122.0,petrol,145.0,41.5,20990.0
2019,1.5,yes,5588.0,petrol,150.0,41.5,20990.0
2013,3.0,yes,81000.0,diesel,200.0,45.6,20990.0
2019,1.6,no,600.0,diesel,145.0,49.6,20990.0
2017,2.0,yes,20000.0,diesel,150.0,53.3,20990.0
2016,2.0,no,29866.0,diesel,125.0,58.9,20991.0
2017,2.0,yes,12591.0,petrol,150.0,47.9,20995.0
2019,2.0,no,5102.0,diesel,145.0,50.4,20995.0
2019,1.6,no,21599.0,diesel,145.0,50.4,20995.0
2019,2.0,no,5797.0,diesel,145.0,62.8,20995.0
2020,1.0,no,6000.0,petrol,150.0,47.9,20999.0
2013,3.0,yes,52000.0,diesel,200.0,45.6,21000.0
2020,1.0,no,4500.0,petrol,145.0,47.9,21000.0
2019,1.0,no,1000.0,petrol,150.0,47.9,21000.0
2017,3.0,yes,15000.0,diesel,145.0,51.4,21000.0
2017,1.4,yes,20200.0,petrol,150.0,55.4,21000.0
2017,2.0,yes,29000.0,diesel,145.0,49.6,21060.0
